"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Cameroon","CMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23033811165.4139","22905827117.8255","22701566883.5414","21396284929.0253","22263328885.8535","23387980188.7327","24820076881.7408","26407677165.172","27966850358.7757","29650522462.6047","31475086611.4931","33556388037.8298","35613262341.5814","38252746099.2539","42051567133.1573","44327659459.2505","47408907737.6246","50789219291.4876","53251582565.5329","55041509206.8252","57297141170.4021","60470659955.3627","63568300988.4898","69098828117.5587","75134546784.6375","79112640283.0814","84392895095.8137","90037541682.2009","95846283525.1766","100947459093.936","102628408070.375",
"Congo, Dem. Rep.","COD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30535084941.1871","28909375696.9554","26463531495.9865","23441932568.4013","23008759750.2506","23655668939.7513","23842326659.7223","22905484734.2911","22787083115.0838","22128994490.4561","21060176244.7659","21070113824.3506","22034314859.7472","23695372342.8665","25972970911.5783","28425131021.737","30843600275.5443","33654656303.6287","36445343420.1171","37771654915.2451","40927874364.2296","44655249523.1256","46214046396.4042","53767800424.5674","62684684446.4372","69035657196.8065","75926663565.3293","86267287184.0017","93480842340.5166","99321479473.8537","102224843279.386",
"Congo, Rep.","COG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8184434291.96023","8663889470.80483","9092785124.79041","9217123012.26306","8896832367.54921","9445392670.44879","10031007654.9116","10146583050.4082","10644287162.8672","10519144650.4267","11569040902.2617","12272373163.6428","13037691533.749","13387813833.2962","14226217915.78","15807076328.3136","17586024128.4701","16864049913.0321","18276274961.2916","20558681190.5836","22863769887.3189","23856263885.5926","28575641891.042","28055516787.1736","28095573770.8308","22531030874.0546","19126833369.7548","21642080499.8819","21096755036.4186","21454706745.4933","19980836193.6534",
"Colombia","COL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165811635955.11","174850125639.26","186068544808.866","200737076273.821","216945096246.472","233017318086.982","242162000289.259","254947667572.912","259286156704.976","251971929037.137","265139277582.619","275501257541.087","286866650068.874","303642993712.837","328447014346.08","355031898592.063","390344576673.225","427839048098.505","450482195444.044","459089499041.973","485313992986.772","529875186711.481","553768023392.024","591783692551.881","625019201607.325","630399533935.377","665398390495.011","693117074956.624","738255956697.645","786356837117.102","741375666031.878",
"Comoros","COM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","652959302.757004","638618075.656564","708893559.932369","747511633.765411","723187298.980234","765007843.548196","768952442.256539","814246706.598598","833971598.291125","862293248.067738","977201192.289082","1021932606.40175","1062232344.85376","1104722039.49597","1156241340.04546","1226088471.07178","1296628558.15134","1342111858.43775","1422946026.54019","1479676880.56774","1553800742.62498","1651292301.29229","1817991275.62343","1954973713.18646","2063131653.84176","2106508753.21871","2278472094.4975","2467927827.4934","2619235556.40964","2712789807.17797","2740926173.31539",
"Cabo Verde","CPV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","359202094.163064","376563744.131071","427271127.833495","475488963.148138","578801760.550227","674920711.577933","765260494.394228","865551005.275473","984855878.410973","1111197967.56204","1298320125.29324","1356407350.87344","1450212561.98467","1538833769.87013","1741402947.56962","1919769965.4099","2135774029.45785","2525862346.12011","2746244179.56535","2732025196.27904","2804400161.48438","2976609859.53646","2939948400.20897","2964468795.09437","2979100325.6128","3145505183.22012","3358352135.31607","3570702548.67827","3822113398.98579","4110838978.05366","3544016392.27671",
"Costa Rica","CRI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15678783414.2941","16576242557.3573","18513955411.5498","20297915420.7815","21668218046.6987","23041540614.5877","23780287864.5176","25531053263.2367","27665797414.2261","29248133923.755","31058791334.8597","32848141545.3133","34507855087.3886","36666131356.592","39319267442.9611","42156341156.5844","46614214406.8546","51798690334.946","55308295226.2851","55243161553.0573","58882611697.158","62759466861.9615","67139321098.5641","71159735248.1801","77049117295.2325","82852849095.5182","93454856085.3431","100716906502.792","105102116245.244","110208278340.471","107706598650.655",
"Caribbean small states","CSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36930115270.4492","39000484034.8434","41153130871.8951","43538386285.3676","45750723978.2984","48062956880.6169","50662438271.434","53569147743.9646","55018703268.3728","58439475113.8692","61931529841.0778","64696143221.6641","68246707398.6381","73968941446.8495","79220614969.1609","84631146002.5703","93559928103.0724","99475174331.4333","102988548549.341","100231576319.984","102947639971.326","106370466079.035","106867201457.185","109300642995.095","110982931323.699","109951366608.024","110163918545.638","115121344636.798","120227041638.381","123242436469.901","116254017590.74",
"Cuba","CUB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3038884425.01753","3083933199.25936","3145152626.71421","3212793281.99628","3306166250.57304","3432211818.55632","3593925476.73012","3781621515.67673","3939532072.22197","3948474420.05848","3997771738.15466","4106283622.56743","3980978516.61811","3987244429.21591","3956860925.03556","3963751079.56532","3961008962.771","4080536556.8692","4087997476.75995","4019501299.11709","3318206511.94047",
"Cayman Islands","CYM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3622388218.75346","3837335703.06997","3897995483.83704","3644897649.50181","3587234323.57851","3704981220.90876","3702634809.49612","3742216952.82512","3837526367.42325","3964557950.77372","4169236872.54371","4421090332.81748","4717127750.98439","4984607431.26117","4703408267.117",
"Cyprus","CYP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7721907089.99842","8042078278.39729","8998532852.75769","9276311485.93614","10033389519.8529","11100412673.7009","11425642631.3658","11922451010.3955","12737398221.5822","13501982859.9202","14781142813.0357","16045518212.955","16716270316.0339","17422389736.6778","18871595510.3977","20504253210.9772","22510419327.7518","25193704019.7818","27398488321.6769","27400251815.3772","27744210911.701","28345798720.9993","27503447269.3754","26181499623.0754","25643576078.0543","26968548608.4518","30416963879.7643","32909256998.6715","35513381726.1577","37801476465.896","35553070350.3985",
"Czech Republic","CZE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131987392000.866","120602182149.421","122725777836.317","125711269069.491","132131097150.933","142784039482.416","151155625704.906","152702014131.311","154180018574.889","158333514882.971","166568303684.951","180105231064.63","186119951272.35","198965797173.348","213269647175.704","225620777980.803","244624895159.7","270349141425.54","290503942992.86","290152852098.665","292270172129.532","304400911032.007","307490190596.132","324029971676.001","342099831459.922","357503876184.69","381420338169.846","411327867894.58","437252413726.212","462266215328.226","449879867408.189",
"Germany","DEU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1542270388292.22","1675874925495.53","1747028513949.05","1770951336742.62","1852029939404.49","1920062346464.74","1967540466893.8","2015112703075.66","2079407729778.78","2158514818382.19","2237046842334.7","2337157702796.47","2406901890705.46","2465900513011.49","2583407647275.77","2622040720917.68","2810241425221.81","2981617997900.56","3103957698735.13","3017519833191.45","3187863147138.46","3415020684916.05","3487232707438.34","3628559701800.76","3807112936430.42","3889081660716.44","4165169650070.14","4386727409191.68","4571617059573.33","4676885747640.57","4516934682331.35",
"Djibouti","DJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3624994849.43033","3854585103.65772","4181038015.51501","4359928618.60477","4612122077.43311","5119940247.95879","5616285889.41134","5710266110.76266",
"Dominica","DMA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302540007.297754","316986609.562028","330790044.536088","345950107.815144","353459444.484999","371808646.508023","390369360.449793","406034400.773472","426101542.267374","433784130.672522","453859698.111561","463518650.473709","457534772.433252","495639257.142227","524510409.786221","544395828.602416","587003865.215439","641066392.353666","700074653.941349","697161244.06083","710028908.235366","723240297.773785","705767394.597635","720553048.260504","775558493.883368","792974988.031191","852085425.178163","807786936.210854","845498076.78818","925750251.12179","781043803.820169",
"Denmark","DNK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93563363865.4322","98075475820.6787","102273606169.563","104707950132.612","112646595612.042","118490587756.361","124645354111.689","131700484168.712","136917874504.331","141846293400.642","153089941089.323","157816389692.595","164720383885.92","165968359128.535","177870426541.561","185074466960.377","202725721866.697","212771395889.855","226767483101.984","222918169654.131","238749486786.169","247352252302.688","250524614311.535","262368108591.261","270330620655.251","278748351517.934","297719080444.573","319130157564.111","332882694745.239","348263919788.365","353101076706.328",
"Dominican Republic","DOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26151683421.271","27291329057.1485","31045403671.3348","34121822059.9676","35756703157.6101","38582036686.0714","41637056891.5388","46147315542.0133","49800139033.4134","53520017838.257","57267194692.876","59962698191.2842","63649185862.8349","63958774211.8146","67368761760.792","76016797709.1886","85502321820.437","94310295425.381","99230524886.4171","100933041032.106","110624711805.73","116474304267.389","118182716945.457","125423585902.201","136975940972.301","151560391082.114","167506141668.242","175940743802.656","192745121996.133","206097556537.454","194491822076.182",
"Algeria","DZA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178047567922.31","181859886497.691","189352392099.66","189770030942.639","192078030027.636","203557722609.973","215783472692.771","222058101995.973","236009847302.676","247078725218.762","262200986944.893","275990734942.795","296056204527.986","323266156103.441","346243840928.989","378093856037.232","396157857604.801","420630954507.825","439104287291.437","449531027555.169","471140881148.338","494931055076.358","497330252318.817","497988213510.825","506135102251.566","477357607218.836","471383269260.918","485801342039.043","502937459259.169","517034811595.932","496394632021.877",
"East Asia & Pacific (excluding high income)","EAP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2317148402079.14","2580204228204.68","2908302567130.65","3287277357050.8","3701151103335.81","4139787905724.16","4585447081400.79","4980175756480.75","5074675331355.6","5446906132141.15","5975905606375.03","6502269994803.43","7109462330734.75","7856095498888.03","8769117931145.23","9892264713439.36","11250809668567.8","12909877283568.5","14241548595534","15412385845676.4","17086181494515.6","18885143980836.8","20630073774349.1","21978568542101.7","23171295095027.6","24006008329522","25238758602687.1","26812939869635.7","29210282467512.8","31420143431902.2","32065561754816.4",
"Early-demographic dividend","EAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5928616484701.64","6422685136947.95","6844764680790.15","7182141931868.23","7555897245039.93","7985934961319.88","8590872920240.07","9121926911550.73","9202072630923.94","9559946256978.42","10231590777907.6","10650276284926.5","11031207386556.9","11846115152068.5","12981705687592.1","14200279239563.1","15612103461489.5","17028788104469.6","18110089402919.3","18675496683580.2","20141681537493.5","21636689415958.5","23057399739044.7","24114980332231.1","25130039931804.3","25781190925081.9","27037218181631.5","28741203885156.7","30533456588091.2","31826339782710.7","30816093901442.7",
"East Asia & Pacific","EAS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5850174524717.62","6389258573984.51","6890894475540.61","7432991179502","8120442345992.33","8830192755054.07","9565270141659.09","10179218019891.8","10279314287626.8","10863244332194.3","11788533326821.8","12512864045223.4","13394801640344.2","14377441612714.6","15716843095282.9","17225632008282.7","19038725474019.5","21188812524231.9","22700709804786.6","23713263922582","25913447978938.3","28070520092214.4","30151638233899.9","31947146123317.6","33341682870200.1","34532258643993.1","35912733194372.4","37828032586295.2","40612844670947.6","43054465301933","43550412746727",
